C0000002	00-01273296	DOC	Documentos a Cobrar	00-00110491	1	04/12/2023 09:32:16		05/12/2023 00:00:00	13285.89	13285.89				
C0000002	00-01273296	DOC	Documentos a Cobrar	00-00110514	1	04/12/2023 20:34:23		05/12/2023 00:00:00	4084.95	4084.95				
C0000002	00-01273894	DOC	Documentos a Cobrar	00-00110559	1	05/12/2023 19:29:49		06/12/2023 00:00:00	161442.80	161442.80				
C0000002	00-01274859	DOC	Documentos a Cobrar	00-00110682	1	09/12/2023 18:37:48		10/12/2023 00:00:00	19561.60	19561.60				
C0000002	00-01274859	DOC	Documentos a Cobrar	00-00110683	1	09/12/2023 18:58:23		10/12/2023 00:00:00	9399.64	9399.64				
C0000002	00-01275060	DOC	Documentos a Cobrar	00-00110724	1	11/12/2023 20:34:15		12/12/2023 00:00:00	9413.86	9413.86				
C0000002	00-01277007	DOC	Documentos a Cobrar	00-00110872	1	15/12/2023 18:06:07		16/12/2023 00:00:00	100214.75	100214.75				
C0000002	00-01277053	DOC	Documentos a Cobrar	00-00110910	1	16/12/2023 11:31:17		17/12/2023 00:00:00	18930.72	18930.72				
C0000002	00-01277053	DOC	Documentos a Cobrar	00-00110912	1	16/12/2023 11:51:50		17/12/2023 00:00:00	50831.81	50831.81				
C0000002	00-01278008	DOC	Documentos a Cobrar	00-00111004	1	20/12/2023 13:02:53		21/12/2023 00:00:00	39903.80	39903.80				
C0000002	00-01278167	DOC	Documentos a Cobrar	00-00111011	1	20/12/2023 13:22:08		21/12/2023 00:00:00	2587.33	2587.33				
C0000002	00-01278167	DOC	Documentos a Cobrar	00-00111021	1	20/12/2023 17:38:30		21/12/2023 00:00:00	23739.11	23739.11				
C0000002	00-01278540	DOC	Documentos a Cobrar	00-00111080	1	21/12/2023 19:43:09		22/12/2023 00:00:00	60372.20	60372.20				
C0000002	00-01278783	DOC	Documentos a Cobrar	00-00111143	1	22/12/2023 20:25:24		23/12/2023 00:00:00	5311.74	5311.74				
C0000002	00-01279156	DOC	Documentos a Cobrar	00-00111157	1	23/12/2023 08:48:28		24/12/2023 00:00:00	41131.08	41131.08				
C0000002	00-01279208	DOC	Documentos a Cobrar	00-00111179	1	23/12/2023 19:30:19		24/12/2023 00:00:00	236674.16	236674.16				
C0000002	00-01280958	DOC	Documentos a Cobrar	00-00111379	1	30/12/2023 20:00:13		31/12/2023 00:00:00	4540.69	4540.69				
C0000002	00-01283144	DOC	Documentos a Cobrar	00-00111599	1	10/01/2024 13:42:41		11/01/2024 00:00:00	27165.33	27165.33				
C0000002	00-01284260	DOC	Documentos a Cobrar	00-00111744	1	15/01/2024 18:47:00		16/01/2024 00:00:00	13482.85	13482.85				
C0000002	00-01284260	DOC	Documentos a Cobrar	00-00111752	1	15/01/2024 20:18:20		16/01/2024 00:00:00	14543.07	14543.07				
C0000002	00-01284480	DOC	Documentos a Cobrar	00-00111760	1	16/01/2024 12:59:53		17/01/2024 00:00:00	361871.14	361871.14				
C0000002	00-01284779	DOC	Documentos a Cobrar	00-00111790	1	17/01/2024 18:28:39		18/01/2024 00:00:00	17999.25	17999.25				
C0000002	00-01284779	DOC	Documentos a Cobrar	00-00111793	1	17/01/2024 19:10:57		18/01/2024 00:00:00	8323.95	8323.95				
C0000002	00-01284886	DOC	Documentos a Cobrar	00-00111804	1	18/01/2024 12:20:44		19/01/2024 00:00:00	60530.82	60530.82				
C0000002	00-01285803	DOC	Documentos a Cobrar	00-00111915	1	22/01/2024 20:53:48		23/01/2024 00:00:00	2587.33	2587.33				
C0000002	00-01286201	DOC	Documentos a Cobrar	00-00111926	1	23/01/2024 12:54:13		24/01/2024 00:00:00	209937.94	209937.94				
C0000002	00-01286201	DOC	Documentos a Cobrar	00-00111927	1	23/01/2024 12:55:47		24/01/2024 00:00:00	7722.55	7722.55				
C0000002	00-01286336	DOC	Documentos a Cobrar	00-00111948	1	24/01/2024 11:24:43		25/01/2024 00:00:00	33111.24	33111.24				
C0000002	00-01288405	DOC	Documentos a Cobrar	00-00112157	1	31/01/2024 16:54:33		01/02/2024 00:00:00	5339.10	5339.10				
C0000002	00-01288919	DOC	Documentos a Cobrar	00-00112273	1	02/02/2024 20:34:42		03/02/2024 00:00:00	5174.66	5174.66				
C0000002	00-01289691	DOC	Documentos a Cobrar	00-00112312	1	06/02/2024 09:00:35		07/02/2024 00:00:00	14179.05	14179.05				
C0000002	00-01289691	DOC	Documentos a Cobrar	00-00112320	1	06/02/2024 12:30:08		07/02/2024 00:00:00	308870.10	308870.10				
C0000002	00-01289818	DOC	Documentos a Cobrar	00-00112321	1	06/02/2024 12:58:51		07/02/2024 00:00:00	14179.05	14179.05				
C0000002	00-01290607	DOC	Documentos a Cobrar	00-00112384	1	08/02/2024 20:44:44		09/02/2024 00:00:00	70204.67	70204.67				
C0000002	00-01290607	DOC	Documentos a Cobrar	00-00112385	1	08/02/2024 20:44:57		09/02/2024 00:00:00	22678.08	22678.08				
C0000002	00-01291011	DOC	Documentos a Cobrar	00-00112456	1	09/02/2024 20:24:00		10/02/2024 00:00:00	24593.60	24593.60				
C0000002	00-01291535	DOC	Documentos a Cobrar	00-00112519	1	14/02/2024 20:04:02		15/02/2024 00:00:00	43855.52	43855.52				
C0000002	00-01292019	DOC	Documentos a Cobrar	00-00112624	1	16/02/2024 20:36:48		17/02/2024 00:00:00	5174.66	5174.66				
C0000002	00-01292349	DOC	Documentos a Cobrar	00-00112631	1	17/02/2024 11:02:05		18/02/2024 00:00:00	9270.95	9270.95				
C0000002	00-01292771	DOC	Documentos a Cobrar	00-00112657	1	19/02/2024 12:42:52		20/02/2024 00:00:00	180665.05	180665.05				
C0000002	00-01295265	DOC	Documentos a Cobrar	00-00112880	1	27/02/2024 18:23:57		28/02/2024 00:00:00	35551.08	35551.08				
C0000002	00-01296108	DOC	Documentos a Cobrar	00-00112896	1	28/02/2024 12:50:36		29/02/2024 00:00:00	153772.26	153772.26				
C0000002	00-01296526	DOC	Documentos a Cobrar	00-00112962	1	29/02/2024 20:35:32		01/03/2024 00:00:00	88886.60	88886.60				
C0000002	00-01297015	DOC	Documentos a Cobrar	00-00112977	1	01/03/2024 12:42:21		02/03/2024 00:00:00	32134.65	32134.65				
C0000002	00-01297015	DOC	Documentos a Cobrar	00-00113047	1	01/03/2024 20:38:21		02/03/2024 00:00:00	21416.65	21416.65				
C0000002	00-01298582	DOC	Documentos a Cobrar	00-00113149	1	07/03/2024 10:26:11		08/03/2024 00:00:00	84544.50	84544.50				
C0000002	00-01299684	DOC	Documentos a Cobrar	00-00113277	1	11/03/2024 10:38:33		12/03/2024 00:00:00	6209.60	6209.60				
C0000002	00-01299684	DOC	Documentos a Cobrar	00-00113279	1	11/03/2024 12:26:15		12/03/2024 00:00:00	119357.34	119357.34				
C0000002	00-01299915	DOC	Documentos a Cobrar	00-00113280	1	11/03/2024 13:37:48		12/03/2024 00:00:00	6209.60	6209.60				
C0000002	00-01300659	DOC	Documentos a Cobrar	00-00113345	1	13/03/2024 12:50:53		14/03/2024 00:00:00	229885.23	229885.23				
C0000002	00-01300944	DOC	Documentos a Cobrar	00-00113382	1	14/03/2024 15:53:22		15/03/2024 00:00:00	142187.44	142187.44				
C0000002	00-01300944	DOC	Documentos a Cobrar	00-00113405	1	14/03/2024 19:37:31		15/03/2024 00:00:00	265084.95	265084.95				
C0000002	00-01301571	DOC	Documentos a Cobrar	00-00113479	1	16/03/2024 11:36:07		17/03/2024 00:00:00	36364.11	36364.11				
C0000002	00-01301657	DOC	Documentos a Cobrar	00-00113488	1	16/03/2024 16:15:35		17/03/2024 00:00:00	14946.21	14946.21				
C0000002	00-01302230	DOC	Documentos a Cobrar	00-00113544	1	19/03/2024 19:02:25		20/03/2024 00:00:00	6209.60	6209.60				
C0000002	00-01303865	DOC	Documentos a Cobrar	00-00113697	1	25/03/2024 19:19:28		26/03/2024 00:00:00	208403.51	208403.51				
C0000002	00-01174027	008	Nota de Crédito B	0192-00000156	1	28/12/2022 18:05:00	Devolución	28/12/2022 18:05:00	-6163.08	-6163.08				
C0000002	00-01205964	008	Nota de Crédito B	0192-00000233	1	27/04/2023 16:55:45	Devolución	27/04/2023 16:55:45	-1986.60	-1986.60				
C0000002	00-01224534	008	Nota de Crédito B	0192-00000314	1	28/06/2023 09:42:44	Devolución	28/06/2023 09:42:44	-1360.94	-1360.94				
C0000002	00-01239073	008	Nota de Crédito B	0192-00000348	1	14/08/2023 09:07:46	Devolución	14/08/2023 09:07:46	-4356.00	-4356.00				
C0000002	00-01273866	008	Nota de Crédito B	0192-00000445	1	05/12/2023 13:48:28	Devolución	05/12/2023 13:48:28	-85184.39	-85184.39				
C0000002	00-01302070	008	Nota de Crédito B	0192-00000529	1	19/03/2024 10:13:07	Devolución	19/03/2024 10:13:07	-150280.17	-150280.17				
C0000002	00-01239433	008	Nota de Crédito B	0193-00000372	1	15/08/2023 08:43:07	Devolución	15/08/2023 08:43:07	-2683.19	-2683.19				
C0000002	00-01170942	008	Nota de Crédito B	0195-00000118	1	19/12/2022 09:33:18	Devolución	19/12/2022 09:33:18	-899.08	-899.08				
C0000002	00-01186665	008	Nota de Crédito B	0195-00000147	1	15/02/2023 08:47:44	Devolución	15/02/2023 08:47:44	-1406.30	-1406.30				
C0000002	00-01199969	008	Nota de Crédito B	0195-00000181	1	04/04/2023 10:33:01	Devolución	04/04/2023 10:33:01	-708.75	-708.75				
C0000002	00-01272353	008	Nota de Crédito B	0196-00000330	1	30/11/2023 08:56:46	Devolución	30/11/2023 08:56:46	-41547.28	-41547.28				
C0000002	00-01279155	008	Nota de Crédito B	0196-00000350	1	23/12/2023 09:19:31	Devolución	23/12/2023 09:19:31	-5311.74	-5311.74				
